C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2026/03/13,04:05:02,0000000507611794,,0000000507611788
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,LOWER1SECRRP,LOWER1SECROP,LOWER1SECAPCFLAG,RAISE1SECRRP,RAISE1SECROP,RAISE1SECAPCFLAG,RAISE1SECLOCALDISPATCH,LOWER1SECLOCALDISPATCH
D,DREGION,,2,"2026/03/13 01:00:00",1,VIC1,0,8.95,0,8.95,0,0,4174.07,-23,4930.61,0,756.54,0,,,25,,,,,,,,122.92,,,,,,,,31.18,,,,,,,,207.64,,,,,,,,301.02,,,,,,,,210,,,,,,-3.84768,9898.59062,977,4326.69578,4295.06,,76,,,,60,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.03,0.03,0,1.5,1.5,0,0.02,0.02,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,183,2
D,DREGION,,2,"2026/03/12 13:15:00",1,NSW1,0,-3.14037,0,-3.14037,0,0,5950.46,19,7178.69,919,309.23,0,,,32,,,,,,,,32,,,,,,,,32,,,,,,,,47,,,,,,,,37,,,,,,,,37,,,,,,-9.59135,17361.338,1047,7115.77682,6872.21,,0,,,,26,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.03,0.03,0,0.03,0.03,0,5,5,0,0.01,0.01,0,0.04,0.04,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0,0,0,27,0
D,DREGION,,2,"2026/03/12 13:15:00",1,QLD1,0,-3.16,0,-3.16,0,0,5649.77,33,6593.16,809,134.39,0,,,168,,,,,,,,188.42,,,,,,,,148.26,,,,,,,,119,,,,,,,,129,,,,,,,,59,,,,,,43.84424,11728.0581,1461,6361.55529,6463.97,,142,,,,41,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.03,0.03,0,0.03,0.03,0,5,5,0,0.01,0.01,0,0.04,0.04,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0,0,0,0,0
D,DREGION,,2,"2026/03/12 13:15:00",1,SA1,0,-19.88,0,-19.88,0,0,582.43,-1,383.27,246.02,-445.19,0,,,58,,,,,,,,93,,,,,,,,18,,,,,,,,67.81,,,,,,,,63,,,,,,,,53.91,,,,,,-6.13542,3104.36748,821,831.10113,831.43,,10,,,,10,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.03,0.03,0,0.03,0.03,0,5,5,0,0.01,0.01,0,0.04,0.04,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0,0,0,11.03,16
D,DREGION,,2,"2026/03/12 13:15:00",1,TAS1,0,15.41421,0,15.41421,0,0,748.71,1,624.05,0,-124.66,0,,,0,,,,,,,,28.02,,,,,,,,28.02,,,,,,,,0,,,,,,,,35,,,,,,,,35,,,,,,-3.1095,1656.80591,0,750.81506,748.71,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.38,0.38,0,0.03,0.03,0,4.76,4.76,0,0.38,0.38,0,0.38,0.38,0,0.01,0.01,0,0.94,0.94,0,0,0,0,0,0,0,0,0
D,DREGION,,2,"2026/03/12 13:15:00",1,VIC1,0,-34.1,0,-34.1,0,0,3932.29,5,4441.24,360,148.95,0,,,7.85,,,,,,,,41,,,,,,,,7,,,,,,,,85,,,,,,,,170.4,,,,,,,,116,,,,,,-17.71178,12065.56418,1270,4385.06295,4304.09,,19,,,,93,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.03,0.03,0,0.03,0.03,0,5,5,0,0.01,0.01,0,0.04,0.04,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0,0,0,2,0
D,DREGION,,2,"2026/03/12 17:10:00",1,NSW1,0,84.79,0,84.79,0,0,9127.36,42,9694.3,31,535.94,0,,,5,,,,,,,,5,,,,,,,,5,,,,,,,,83,,,,,,,,73,,,,,,,,79,,,,,,0,16012.35348,127,9125.03986,9176.78,,17,,,,10,,,,,,,,,,,,,,,,,,,0.05,0.05,0,0.04,0.04,0,0.03,0.03,0,12.41,12.41,0,0.01,0.01,0,0.04,0.04,0,0.03,0.03,0,0.03,0.03,0,0,0,0,0.03,0.03,0,67,0
D,DREGION,,2,"2026/03/12 17:10:00",1,QLD1,0,100.85,0,100.85,0,0,9001.93,45,8685.6,0,-316.33,0,,,179,,,,,,,,144.05,,,,,,,,117.44,,,,,,,,112,,,,,,,,175.95,,,,,,,,223,,,,,,0,13125.26069,604,8983.01584,9012.32,,51,,,,80,,,,,,,,,,,,,,,,,,,0.05,0.05,0,0.04,0.04,0,0.03,0.03,0,12.41,12.41,0,0.01,0.01,0,0.04,0.04,0,0.03,0.03,0,0.03,0.03,0,0,0,0,0.03,0.03,0,70,0
D,DREGION,,2,"2026/03/12 17:10:00",1,SA1,0,-4.5029,0,-4.5029,0,0,1236.94,30,783.76,9,-462.18,0,,,21,,,,,,,,51,,,,,,,,50,,,,,,,,72,,,,,,,,102,,,,,,,,101,,,,,,0,3219.55742,500,1226.68724,1250.31,,12,,,,26.42,,,,,,,,,,,,,,,,,,,0.05,0.05,0,0.04,0.04,0,0.03,0.03,0,12.41,12.41,0,0.01,0.01,0,0.04,0.04,0,0.03,0.03,0,0.03,0.03,0,0,0,0,0.03,0.03,0,40.24,16
D,DREGION,,2,"2026/03/12 17:10:00",1,TAS1,0,57.47176,0,57.47176,0,0,955.09,6,901.17,0,-53.92,0,,,0,,,,,,,,95.53,,,,,,,,95.53,,,,,,,,0,,,,,,,,35,,,,,,,,35,,,,,,-9.73451,1909.70439,0,958.82056,955.09,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.36,0.36,0,0,0,0,4.76,4.76,0,0.38,0.38,0,0.38,0.38,0,0.03,0.03,0,0.94,0.94,0,0,0,0,0,0,0,0,0
D,DREGION,,2,"2026/03/12 17:10:00",1,VIC1,0,-4.26,0,-4.26,0,0,5271.12,58,5752.27,126,355.16,0,,,73.52,,,,,,,,112,,,,,,,,4,,,,,,,,167.8,,,,,,,,205,,,,,,,,152.95,,,,,,0,12496.96794,566,5262.51686,5422.61,,94,,,,99.66,,,,,,,,,,,,,,,,,,,0.05,0.05,0,0.04,0.04,0,0.03,0.03,0,12.41,12.41,0,0.01,0.01,0,0.04,0.04,0,0.03,0.03,0,0.03,0.03,0,0,0,0,0.03,0.03,0,123,2
D,DREGION,,2,"2026/03/13 03:10:00",1,NSW1,0,79,0,79,0,0,6501.96,3,5528.67,26,-999.29,0,,,93,,,,,,,,73,,,,,,,,73,,,,,,,,100,,,,,,,,90,,,,,,,,94,,,,,,-18.24609,13139.33311,813,6586.12104,6566.36,,10,,,,78,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,3.5,3.5,0,0.01,0.01,0,0.03,0.03,0,0.02,0.02,0,0.99,0.99,0,0,0,0,0.03,0.03,0,67,0
D,DREGION,,2,"2026/03/13 03:10:00",1,QLD1,0,78.96677,0,78.96677,0,0,6054.81,-5,6116.79,5,56.98,0,,,110,,,,,,,,120,,,,,,,,120,,,,,,,,110,,,,,,,,130,,,,,,,,173.6,,,,,,-1.27196,10104.80833,1819,6067.74848,6059.68,,61,,,,6,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,3.5,3.5,0,0.01,0.01,0,0.03,0.03,0,0.02,0.02,0,0.99,0.99,0,0,0,0,0.03,0.03,0,70,0
D,DREGION,,2,"2026/03/13 03:10:00",1,SA1,0,0.00859,0,0.00859,0,0,1338.01,-1,2008.63,5,665.62,0,,,66,,,,,,,,91,,,,,,,,69,,,,,,,,73,,,,,,,,75,,,,,,,,105,,,,,,17.99211,3779.19331,764,1337.04765,1354.25,,19,,,,50,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,3.5,3.5,0,0.01,0.01,0,0.03,0.03,0,0.02,0.02,0,0.99,0.99,0,0,0,0,0.03,0.03,0,27,0.1
D,DREGION,,2,"2026/03/13 03:10:00",1,TAS1,0,70.69009,0,70.69009,0,0,842.34,1,776.04,0,-66.3,0,,,0,,,,,,,,85.15,,,,,,,,85.15,,,,,,,,0,,,,,,,,35,,,,,,,,35,,,,,,-1.49098,1965.03787,0,842.82751,842.34,,50,,,,50,,,,,,,,,,,,,,,,,,,0.36,0.36,0,0.36,0.36,0,0,0,0,4.76,4.76,0,0.38,0.38,0,0.38,0.38,0,0.02,0.02,0,0.94,0.94,0,0,0,0,0,0,0,0,0
D,DREGION,,2,"2026/03/13 03:10:00",1,VIC1,0,0.01,0,0.01,0,0,3924.08,1,4458.29,0,534.21,0,,,26.57,,,,,,,,74.05,,,,,,,,6.96,,,,,,,,195.26,,,,,,,,324.6,,,,,,,,247,,,,,,-19.45868,9565.2123,1330,4090.50764,4065.79,,70,,,,69.7,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,3.5,3.5,0,0.01,0.01,0,0.03,0.03,0,0.02,0.02,0,0.99,0.99,0,0,0,0,0.03,0.03,0,212.37,2
D,DREGION,,2,"2026/03/12 20:55:00",1,NSW1,0,76.32693,0,76.32693,0,0,8383.73,-32,7700.58,0,-683.14,0,,,85,,,,,,,,70,,,,,,,,70,,,,,,,,96,,,,,,,,91,,,,,,,,91,,,,,,17.12007,13110.79224,816,8473.90532,8436.82,,50,,,,11,,,,,,,,,,,,,,,,,,,0.05,0.05,0,0.04,0.04,0,0.03,0.03,0,0.99,0.99,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,1,1,0,0,0,0,0.03,0.03,0,68,28
D,DREGION,,2,"2026/03/12 20:55:00",1,QLD1,0,110.43,0,110.43,0,0,8266.71,-14,8022.58,0,-244.14,0,,,104.63,,,,,,,,120,,,,,,,,120,,,,,,,,73,,,,,,,,205,,,,,,,,206,,,,,,-10.17838,11374.62272,1821,8301.29181,8272.54,,36,,,,76,,,,,,,,,,,,,,,,,,,0.05,0.05,0,0.04,0.04,0,0.03,0.03,0,0.99,0.99,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,1,1,0,0,0,0,0.03,0.03,0,70,0
D,DREGION,,2,"2026/03/12 20:55:00",1,SA1,0,14.23617,0,14.23617,0,0,1539.43,-1,1996.7,0,457.27,0,,,60,,,,,,,,88,,,,,,,,44.11,,,,,,,,71,,,,,,,,94.24,,,,,,,,102,,,,,,-1.52015,3692.70223,802,1550.57547,1546.44,,11,,,,60,,,,,,,,,,,,,,,,,,,0.05,0.05,0,0.04,0.04,0,0.03,0.03,0,0.99,0.99,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,1,1,0,0,0,0,0.03,0.03,0,43.7,31
D,DREGION,,2,"2026/03/12 20:55:00",1,TAS1,0,90.21152,0,90.21152,0,0,978.17,-5,872.03,0,-106.14,0,,,0,,,,,,,,47.35,,,,,,,,47.35,,,,,,,,0,,,,,,,,35,,,,,,,,35,,,,,,-3.28841,2113.03234,0,986.46265,978.17,,50,,,,50,,,,,,,,,,,,,,,,,,,0.36,0.36,0,0.36,0.36,0,0.03,0.03,0,4.76,4.76,0,0.38,0.38,0,0.38,0.38,0,0.01,0.01,0,0.94,0.94,0,0,0,0,0.03,0.03,0,0,0
D,DREGION,,2,"2026/03/12 20:55:00",1,VIC1,0,15.66,0,15.66,0,0,5123.58,-32,5891.98,0,768.4,0,,,43,,,,,,,,95.68,,,,,,,,23,,,,,,,,188.84,,,,,,,,142,,,,,,,,133.24,,,,,,16.24942,10113.64162,961,5285.75004,5249.9,,63,,,,23,,,,,,,,,,,,,,,,,,,0.05,0.05,0,0.04,0.04,0,0.03,0.03,0,0.99,0.99,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,1,1,0,0,0,0,0.03,0.03,0,89,2
D,DREGION,,2,"2026/03/13 00:20:00",1,NSW1,0,96.1323,0,96.1323,0,0,7169.19,-25,6522.49,0,-646.7,0,,,89.96,,,,,,,,73,,,,,,,,73,,,,,,,,64,,,,,,,,60,,,,,,,,58,,,,,,12.60175,12983.35302,812,7233.80531,7225.72,,7.75,,,,78,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.04,0.04,0,0.03,0.03,0,3.5,3.5,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.72,0.72,0,0,0,0,0.03,0.03,0,32,28
D,DREGION,,2,"2026/03/13 00:20:00",1,QLD1,0,104.32,0,104.32,0,0,6518.22,-30,6162.7,1,-356.52,0,,,110,,,,,,,,120,,,,,,,,113.34,,,,,,,,110,,,,,,,,159.57,,,,,,,,220,,,,,,-8.12037,9923.43227,1821,6566.32271,6525.1,,70,,,,6,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.04,0.04,0,0.03,0.03,0,3.5,3.5,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.72,0.72,0,0,0,0,0.03,0.03,0,129.78,0
D,DREGION,,2,"2026/03/13 00:20:00",1,SA1,0,7.33369,0,7.33369,0,0,1463.07,4,2014.29,10,541.22,0,,,64,,,,,,,,87.79,,,,,,,,69,,,,,,,,70,,,,,,,,106,,,,,,,,104,,,,,,21.92209,3721.06211,824,1456.83073,1481.28,,11,,,,1,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.04,0.04,0,0.03,0.03,0,3.5,3.5,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.72,0.72,0,0,0,0,0.03,0.03,0,47,32
