C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2026/03/16,04:05:03,0000000508079305,,0000000508079299
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,LOWER1SECRRP,LOWER1SECROP,LOWER1SECAPCFLAG,RAISE1SECRRP,RAISE1SECROP,RAISE1SECAPCFLAG,RAISE1SECLOCALDISPATCH,LOWER1SECLOCALDISPATCH
D,DREGION,,2,"2026/03/15 15:10:00",1,NSW1,0,-3.35848,0,-3.35848,0,0,5599.69,69,5997.52,251,146.83,0,,,5,,,,,,,,5,,,,,,,,5,,,,,,,,79,,,,,,,,69,,,,,,,,69,,,,,,33.64488,16331.12648,371,5733.20157,5852.85,,53,,,,0,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,7.82,7.82,0,0.03,0.03,0,0.04,0.04,0,0.03,0.03,0,0.03,0.03,0,0,0,0,0,0,0,62,0
D,DREGION,,2,"2026/03/15 15:10:00",1,QLD1,0,-3.28427,0,-3.28427,0,0,5561.52,49,6210.68,546,103.15,0,,,115,,,,,,,,121.46,,,,,,,,115,,,,,,,,49,,,,,,,,124,,,,,,,,98.17,,,,,,28.96723,12331.45459,1070,5996.72629,6110.9,,35,,,,65,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,7.82,7.82,0,0.03,0.03,0,0.04,0.04,0,0.03,0.03,0,0.03,0.03,0,0,0,0,0,0,0,8,0
D,DREGION,,2,"2026/03/15 15:10:00",1,SA1,0,-3.14259,0,-3.14259,0,0,570.63,13,483.54,99,-186.09,0,,,35,,,,,,,,86,,,,,,,,66,,,,,,,,45.01,,,,,,,,62,,,,,,,,30,,,,,,-10.53682,2626.29752,502,751.39257,671.96,,0,,,,10,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,7.82,7.82,0,0.03,0.03,0,0.04,0.04,0,0.03,0.03,0,0.03,0.03,0,0,0,0,0,0,0,25,0.9
D,DREGION,,2,"2026/03/15 15:10:00",1,TAS1,0,85.01235,0,85.01235,0,0,814.57,5,712.67,0,-101.89,0,,,0,,,,,,,,50.32,,,,,,,,50.32,,,,,,,,0,,,,,,,,35,,,,,,,,35,,,,,,7.14395,1716.67451,0,802.42401,814.57,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.38,0.38,0,0.01,0.01,0,4.73,4.73,0,0.38,0.38,0,0.38,0.38,0,0.03,0.03,0,0.98,0.98,0,0,0,0,0,0,0,0,0
D,DREGION,,2,"2026/03/15 15:10:00",1,VIC1,0,-3.25,0,-3.25,0,0,4080.28,63,4179.2,41,57.92,0,,,104.08,,,,,,,,140,,,,,,,,36.05,,,,,,,,127,,,,,,,,138.72,,,,,,,,139,,,,,,-1.84071,10246.88715,327,4089.88735,4133.33,,97,,,,95,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,7.82,7.82,0,0.03,0.03,0,0.04,0.04,0,0.03,0.03,0,0.03,0.03,0,0,0,0,0,0,0,3.03,2
D,DREGION,,2,"2026/03/15 15:05:00",1,NSW1,0,25.38234,0,25.38234,0,0,5450.08,77,5870.35,236,184.26,0,,,5,,,,,,,,5,,,,,,,,5,,,,,,,,74,,,,,,,,69,,,,,,,,69,,,,,,25.01857,16126.75427,372,5621.07062,5681.18,,52,,,,0,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,7.82,7.82,0,0.01,0.01,0,0.03,0.03,0,0.03,0.03,0,3.7,3.7,0,0,0,0,0.01,0.01,0,62,0
D,DREGION,,2,"2026/03/15 15:05:00",1,QLD1,0,24.99,0,24.99,0,0,5527.53,51,6155.14,508,119.61,0,,,186,,,,,,,,117,,,,,,,,111.27,,,,,,,,45,,,,,,,,115,,,,,,,,65.59,,,,,,21.43075,12183.23187,1018,5974.68177,6035.65,,64,,,,51,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,7.82,7.82,0,0.01,0.01,0,0.03,0.03,0,0.03,0.03,0,3.7,3.7,0,0,0,0,0.01,0.01,0,4,0
D,DREGION,,2,"2026/03/15 15:05:00",1,SA1,0,-3.9998,0,-3.9998,0,0,558.87,18,409.41,186,-335.46,0,,,53,,,,,,,,84,,,,,,,,63,,,,,,,,62,,,,,,,,69.84,,,,,,,,66,,,,,,-5.69085,2652.34807,510,704.4773,746.88,,1,,,,17,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,7.82,7.82,0,0.01,0.01,0,0.03,0.03,0,0.03,0.03,0,3.7,3.7,0,0,0,0,0.01,0.01,0,25,7.42
D,DREGION,,2,"2026/03/15 15:05:00",1,TAS1,0,75.65307,0,75.65307,0,0,803.13,4,713.48,0,-89.65,0,,,0,,,,,,,,62.56,,,,,,,,62.56,,,,,,,,0,,,,,,,,35,,,,,,,,35,,,,,,2.14345,1717.47879,0,796.9845,803.13,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.36,0.36,0,0,0,0,4.73,4.73,0,0.38,0.38,0,0.38,0.38,0,0.03,0.03,0,1.98,1.98,0,0,0,0,0.01,0.01,0,0,0
D,DREGION,,2,"2026/03/15 15:05:00",1,VIC1,0,-4.75,0,-4.75,0,0,3861.77,60,4054.39,65,127.62,0,,,42.87,,,,,,,,137.7,,,,,,,,35,,,,,,,,115.44,,,,,,,,137,,,,,,,,148,,,,,,-0.16403,10216.36569,350,3891.97035,3935.92,,43,,,,112.35,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,7.82,7.82,0,0.01,0.01,0,0.03,0.03,0,0.03,0.03,0,3.7,3.7,0,0,0,0,0.01,0.01,0,32.91,2
D,DREGION,,2,"2026/03/15 15:20:00",1,NSW1,0,70.90765,0,70.90765,0,0,5783.08,70,6208.93,260,165.86,0,,,5,,,,,,,,5,,,,,,,,5,,,,,,,,74,,,,,,,,69,,,,,,,,69,,,,,,46.1356,16384.78357,398,5904.48719,6038.15,,53,,,,0,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,6.56,6.56,0,0.03,0.03,0,0.04,0.04,0,0.03,0.03,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,27,0
D,DREGION,,2,"2026/03/15 15:20:00",1,QLD1,0,70.5,0,70.5,0,0,5786.29,57,6097.38,222.7,88.39,0,,,121,,,,,,,,129.68,,,,,,,,121,,,,,,,,88.09,,,,,,,,129,,,,,,,,68.86,,,,,,20.23066,11930.08108,1070,6206.36239,6008.85,,55,,,,67,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,6.56,6.56,0,0.03,0.03,0,0.04,0.04,0,0.03,0.03,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,8,1.93
D,DREGION,,2,"2026/03/15 15:20:00",1,SA1,0,0.01012,0,0.01012,0,0,604.81,17,434.55,141,-311.26,0,,,33,,,,,,,,81,,,,,,,,61,,,,,,,,63,,,,,,,,85.62,,,,,,,,65,,,,,,-6.91632,2633.50239,487,711.46865,747.8,,0,,,,12,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,6.56,6.56,0,0.03,0.03,0,0.04,0.04,0,0.03,0.03,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,26,0
D,DREGION,,2,"2026/03/15 15:20:00",1,TAS1,0,88.32028,0,88.32028,0,0,826.91,6,722.94,0,-103.97,0,,,0,,,,,,,,50.34,,,,,,,,50.34,,,,,,,,0,,,,,,,,35,,,,,,,,35,,,,,,4.04665,1714.93804,0,816.86304,826.91,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.36,0.36,0,0.01,0.01,0,4.73,4.73,0,0.38,0.38,0,0.38,0.38,0,0.03,0.03,0,0.98,0.98,0,0.01,0.01,0,0.01,0.01,0,0,0
D,DREGION,,2,"2026/03/15 15:20:00",1,VIC1,0,0.01013,0,0.01013,0,0,4166.96,65,4400.28,65,168.33,0,,,84.5,,,,,,,,141,,,,,,,,39.02,,,,,,,,112,,,,,,,,147,,,,,,,,139,,,,,,0,10416.669,327,4117.38893,4242.38,,97,,,,91,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,6.56,6.56,0,0.03,0.03,0,0.04,0.04,0,0.03,0.03,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,43.21,1
D,DREGION,,2,"2026/03/15 15:15:00",1,NSW1,0,24.54814,0,24.54814,0,0,5674.74,72,6156.07,241,240.33,0,,,5,,,,,,,,5,,,,,,,,5,,,,,,,,79,,,,,,,,69,,,,,,,,69,,,,,,42.27119,16365.79229,369,5801.29433,5912.3,,48,,,,0,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,5.99,5.99,0,0.03,0.03,0,0.04,0.04,0,0.03,0.03,0,1.51,1.51,0,0,0,0,0,0,0,62,0
D,DREGION,,2,"2026/03/15 15:15:00",1,QLD1,0,24.99006,0,24.99006,0,0,5746.52,51,6225.86,520,-40.66,0,,,188,,,,,,,,135.74,,,,,,,,119,,,,,,,,49,,,,,,,,129,,,,,,,,99.26,,,,,,7.93227,12134.95366,1051,6202.28266,6266.69,,25,,,,143,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,5.99,5.99,0,0.03,0.03,0,0.04,0.04,0,0.03,0.03,0,1.51,1.51,0,0,0,0,0,0,0,8,0
D,DREGION,,2,"2026/03/15 15:15:00",1,SA1,0,17.64796,0,17.64796,0,0,622.67,13,403.23,117,-336.43,0,,,31,,,,,,,,81,,,,,,,,61,,,,,,,,62.44,,,,,,,,56.65,,,,,,,,36,,,,,,0,2596.72897,415,709.94717,741.73,,10,,,,10,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,5.99,5.99,0,0.03,0.03,0,0.04,0.04,0,0.03,0.03,0,1.51,1.51,0,0,0,0,0,0,0,25,0.93
D,DREGION,,2,"2026/03/15 15:15:00",1,TAS1,0,106.18,0,106.18,0,0,824.34,5,713.49,0,-110.85,0,,,0,,,,,,,,43.53,,,,,,,,43.53,,,,,,,,0,,,,,,,,35,,,,,,,,35,,,,,,6.13889,1711.42957,0,813.20477,824.34,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.36,0.36,0,0.01,0.01,0,4.73,4.73,0,0.38,0.38,0,0.38,0.38,0,0.03,0.03,0,0.98,0.98,0,0,0,0,0,0,0,0,0
D,DREGION,,2,"2026/03/15 15:15:00",1,VIC1,0,17.56544,0,17.56544,0,0,4128.73,66,4387.7,0,258.98,0,,,65.06,,,,,,,,142,,,,,,,,47.61,,,,,,,,117,,,,,,,,146,,,,,,,,139,,,,,,0,10428.13541,313,4093.06568,4141.3,,77,,,,17,,,,,,,,,,,,,,,,,,,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0,5.99,5.99,0,0.03,0.03,0,0.04,0.04,0,0.03,0.03,0,1.51,1.51,0,0,0,0,0,0,0,11.05,2
D,DREGION,,2,"2026/03/15 07:10:00",1,NSW1,0,0.01007,0,0.01007,0,0,6282.82,-9,5979.49,97,-400.33,0,,,7,,,,,,,,7,,,,,,,,7,,,,,,,,94,,,,,,,,74,,,,,,,,70,,,,,,37.3181,14237.52826,937,6304.86667,6411.61,,85,,,,0,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,0.03,0.03,0,0.03,0.03,0,0.03,0.03,0,0.67993,0.67993,0,0.01,0.01,0,0.01,0.01,0,67,0.13
D,DREGION,,2,"2026/03/15 07:10:00",1,QLD1,0,-1,0,-1,0,0,5512.73,-18,6293.55,115,665.82,0,,,122.42,,,,,,,,109,,,,,,,,131.16,,,,,,,,85.32,,,,,,,,126,,,,,,,,155.77,,,,,,-50,12418.88361,1821,5676.39279,5644.33,,59,,,,127,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,0.03,0.03,0,0.03,0.03,0,0.03,0.03,0,0.67993,0.67993,0,0.01,0.01,0,0.01,0.01,0,5.79,0
D,DREGION,,2,"2026/03/15 07:10:00",1,SA1,0,0.01091,0,0.01091,0,0,1238.47,-4,802.81,0,-435.65,0,,,81,,,,,,,,87,,,,,,,,85,,,,,,,,20,,,,,,,,62,,,,,,,,65,,,,,,11.76793,2575.81469,827,1241.06861,1241.23,,10,,,,42,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,0.03,0.03,0,0.03,0.03,0,0.03,0.03,0,0.67993,0.67993,0,0.01,0.01,0,0.01,0.01,0,21,20
D,DREGION,,2,"2026/03/15 07:10:00",1,TAS1,0,88.3102,0,88.3102,0,0,971.15,2,853.4,0,-117.75,0,,,0,,,,,,,,26.77,,,,,,,,26.77,,,,,,,,0,,,,,,,,35,,,,,,,,35,,,,,,-0.36977,1737.79882,0,969.51678,971.15,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.38,0.38,0,0.01,0.01,0,4.73,4.73,0,0.38,0.38,0,0.38,0.38,0,0.03,0.03,0,0.98,0.98,0,0.01,0.01,0,0.01,0.01,0,0,0
D,DREGION,,2,"2026/03/15 07:10:00",1,VIC1,0,0.01,0,0.01,0,0,4182.17,-22,4538.78,7,349.6,0,,,86,,,,,,,,208.09,,,,,,,,90,,,,,,,,83,,,,,,,,159.77,,,,,,,,131,,,,,,-27.37796,8904.93695,1454,4238.76031,4199.71,,6,,,,24,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,0.03,0.03,0,0.03,0.03,0,0.03,0.03,0,0.67993,0.67993,0,0.01,0.01,0,0.01,0.01,0,118,1
D,DREGION,,2,"2026/03/15 05:35:00",1,NSW1,0,48.55,0,48.55,0,0,6220.15,16,5368.17,25,-876.98,0,,,26,,,,,,,,6,,,,,,,,6,,,,,,,,73,,,,,,,,64,,,,,,,,63,,,,,,-4.5118,12419.21916,888,6281.96338,6269.52,,97,,,,6,,,,,,,,,,,,,,,,,,,0.07,0.07,0,0.05,0.05,0,0.03,0.03,0,0.1,0.1,0,0.03,0.03,0,0.04,0.04,0,0.03,0.03,0,3.48,3.48,0,0.01,0.01,0,0.04,0.04,0,41,6
D,DREGION,,2,"2026/03/15 05:35:00",1,QLD1,0,44.45631,0,44.45631,0,0,5689.56,7,6256.85,0,567.28,0,,,158.23,,,,,,,,132.1,,,,,,,,109,,,,,,,,109,,,,,,,,268.91,,,,,,,,250.91,,,,,,0,11473.3798,1821,5716.71204,5697.23,,25,,,,70,,,,,,,,,,,,,,,,,,,0.07,0.07,0,0.05,0.05,0,0.03,0.03,0,0.1,0.1,0,0.03,0.03,0,0.04,0.04,0,0.03,0.03,0,3.48,3.48,0,0.01,0.01,0,0.04,0.04,0,161.4,19.61
D,DREGION,,2,"2026/03/15 05:35:00",1,SA1,0,46.55262,0,46.55262,0,0,1173.96,1,860.75,0,-313.21,0,,,53,,,,,,,,97,,,,,,,,56,,,,,,,,66,,,,,,,,96,,,,,,,,95,,,,,,-5.82901,2830.75458,827,1190.19281,1175.06,,26,,,,50,,,,,,,,,,,,,,,,,,,0.07,0.07,0,0.05,0.05,0,0.03,0.03,0,0.1,0.1,0,0.03,0.03,0,0.04,0.04,0,0.03,0.03,0,3.48,3.48,0,0.01,0.01,0,0.04,0.04,0,53,6
