C,NEMP.WORLD,PRICES,AEMO,PUBLIC,2026/03/09,04:05:02,0000000506989736,,0000000506989730
I,DREGION,,2,SETTLEMENTDATE,RUNNO,REGIONID,INTERVENTION,RRP,EEP,ROP,APCFLAG,MARKETSUSPENDEDFLAG,TOTALDEMAND,DEMANDFORECAST,DISPATCHABLEGENERATION,DISPATCHABLELOAD,NETINTERCHANGE,EXCESSGENERATION,LOWER5MINDISPATCH,LOWER5MINIMPORT,LOWER5MINLOCALDISPATCH,LOWER5MINLOCALPRICE,LOWER5MINLOCALREQ,LOWER5MINPRICE,LOWER5MINREQ,LOWER5MINSUPPLYPRICE,LOWER60SECDISPATCH,LOWER60SECIMPORT,LOWER60SECLOCALDISPATCH,LOWER60SECLOCALPRICE,LOWER60SECLOCALREQ,LOWER60SECPRICE,LOWER60SECREQ,LOWER60SECSUPPLYPRICE,LOWER6SECDISPATCH,LOWER6SECIMPORT,LOWER6SECLOCALDISPATCH,LOWER6SECLOCALPRICE,LOWER6SECLOCALREQ,LOWER6SECPRICE,LOWER6SECREQ,LOWER6SECSUPPLYPRICE,RAISE5MINDISPATCH,RAISE5MINIMPORT,RAISE5MINLOCALDISPATCH,RAISE5MINLOCALPRICE,RAISE5MINLOCALREQ,RAISE5MINPRICE,RAISE5MINREQ,RAISE5MINSUPPLYPRICE,RAISE60SECDISPATCH,RAISE60SECIMPORT,RAISE60SECLOCALDISPATCH,RAISE60SECLOCALPRICE,RAISE60SECLOCALREQ,RAISE60SECPRICE,RAISE60SECREQ,RAISE60SECSUPPLYPRICE,RAISE6SECDISPATCH,RAISE6SECIMPORT,RAISE6SECLOCALDISPATCH,RAISE6SECLOCALPRICE,RAISE6SECLOCALREQ,RAISE6SECPRICE,RAISE6SECREQ,RAISE6SECSUPPLYPRICE,AGGREGATEDISPATCHERROR,AVAILABLEGENERATION,AVAILABLELOAD,INITIALSUPPLY,CLEAREDSUPPLY,LOWERREGIMPORT,LOWERREGLOCALDISPATCH,LOWERREGLOCALREQ,LOWERREGREQ,RAISEREGIMPORT,RAISEREGLOCALDISPATCH,RAISEREGLOCALREQ,RAISEREGREQ,RAISE5MINLOCALVIOLATION,RAISEREGLOCALVIOLATION,RAISE60SECLOCALVIOLATION,RAISE6SECLOCALVIOLATION,LOWER5MINLOCALVIOLATION,LOWERREGLOCALVIOLATION,LOWER60SECLOCALVIOLATION,LOWER6SECLOCALVIOLATION,RAISE5MINVIOLATION,RAISEREGVIOLATION,RAISE60SECVIOLATION,RAISE6SECVIOLATION,LOWER5MINVIOLATION,LOWERREGVIOLATION,LOWER60SECVIOLATION,LOWER6SECVIOLATION,RAISE6SECRRP,RAISE6SECROP,RAISE6SECAPCFLAG,RAISE60SECRRP,RAISE60SECROP,RAISE60SECAPCFLAG,RAISE5MINRRP,RAISE5MINROP,RAISE5MINAPCFLAG,RAISEREGRRP,RAISEREGROP,RAISEREGAPCFLAG,LOWER6SECRRP,LOWER6SECROP,LOWER6SECAPCFLAG,LOWER60SECRRP,LOWER60SECROP,LOWER60SECAPCFLAG,LOWER5MINRRP,LOWER5MINROP,LOWER5MINAPCFLAG,LOWERREGRRP,LOWERREGROP,LOWERREGAPCFLAG,LOWER1SECRRP,LOWER1SECROP,LOWER1SECAPCFLAG,RAISE1SECRRP,RAISE1SECROP,RAISE1SECAPCFLAG,RAISE1SECLOCALDISPATCH,LOWER1SECLOCALDISPATCH
D,DREGION,,2,"2026/03/08 05:00:00",1,VIC1,0,-13.4,0,-13.4,0,0,3711.28,11,4841.14,17,1112.86,0,,,80,,,,,,,,133.92,,,,,,,,66,,,,,,,,196.22,,,,,,,,314.24,,,,,,,,217.24,,,,,,-3.25049,10662.22492,1530,3837.86271,3850.49,,97,,,,59,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.03,0.03,0,1,1,0,0.01,0.01,0,0.03,0.03,0,0.03,0.03,0,1,1,0,0,0,0,0.03,0.03,0,185,2
D,DREGION,,2,"2026/03/09 02:00:00",1,NSW1,0,70.43236,0,70.43236,0,0,6352.64,-5,5423.66,65,-993.98,0,,,93,,,,,,,,73,,,,,,,,73,,,,,,,,104,,,,,,,,94,,,,,,,,94,,,,,,-3.3885,12957.97714,789,6463.99546,6444.97,,0,,,,6,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.01,0.01,0,0.01,0.01,0,0.91,0.91,0,0.02,0.02,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0.01,0.01,0,67,15.2
D,DREGION,,2,"2026/03/09 02:00:00",1,QLD1,0,64.73,0,64.73,0,0,5886.27,-10,6867.61,425,556.34,0,,,83.9,,,,,,,,125,,,,,,,,125,,,,,,,,53.7,,,,,,,,132,,,,,,,,154.32,,,,,,3.99497,11839.70418,1738,6258.43346,6318.07,,183,,,,0,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.01,0.01,0,0.01,0.01,0,0.91,0.91,0,0.02,0.02,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0.01,0.01,0,70,0
D,DREGION,,2,"2026/03/09 02:00:00",1,SA1,0,70.77173,0,70.77173,0,0,1192.71,-2,627.4,0,-565.31,0,,,22,,,,,,,,71,,,,,,,,69,,,,,,,,36,,,,,,,,68.32,,,,,,,,103,,,,,,-4.98198,2480.39618,810,1206.88652,1197.93,,1,,,,50,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.01,0.01,0,0.01,0.01,0,0.91,0.91,0,0.02,0.02,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0.01,0.01,0,28,0
D,DREGION,,2,"2026/03/09 02:00:00",1,TAS1,0,104.77,0,104.77,0,0,874.8,0,874.8,0,0,0,,,4.01,,,,,,,,104.01,,,,,,,,104.01,,,,,,,,12.11,,,,,,,,112.11,,,,,,,,112.11,,,,,,-1.12476,1914.54497,0,875.92377,874.8,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.38,0.38,0,0.36,0.36,0,4.02,4.02,0,3,3,0,0.38,0.38,0,0.38,0.38,0,1.99,1.99,0,0,0,0,0,0,0,0,0
D,DREGION,,2,"2026/03/09 02:00:00",1,VIC1,0,62.92845,0,62.92845,0,0,4104.04,-23,5196.06,0,1092.02,0,,,82,,,,,,,,174.52,,,,,,,,88.84,,,,,,,,133,,,,,,,,191,,,,,,,,134,,,,,,-1.81207,9049.06218,941,4174.14847,4153.76,,40,,,,164,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.01,0.01,0,0.01,0.01,0,0.91,0.91,0,0.02,0.02,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0.01,0.01,0,62.33,0
D,DREGION,,2,"2026/03/08 04:35:00",1,NSW1,0,65.01,0,65.01,0,0,6493.48,11,5809.67,2,-685.82,0,,,93,,,,,,,,73,,,,,,,,72.68,,,,,,,,73,,,,,,,,64,,,,,,,,63,,,,,,-14.5817,13976.6013,884,6549.44757,6545.73,,0,,,,54,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1.44,1.44,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.7,0.7,0,0,0,0,0.03,0.03,0,40,12.59
D,DREGION,,2,"2026/03/08 04:35:00",1,QLD1,0,68.63077,0,68.63077,0,0,6054.86,4,5860.92,62,-255.94,0,,,113.67,,,,,,,,125,,,,,,,,125,,,,,,,,117,,,,,,,,132,,,,,,,,188.84,,,,,,-9.68407,10945.1996,1835,6116.68079,6119.58,,131,,,,0,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1.44,1.44,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.7,0.7,0,0,0,0,0.03,0.03,0,70,0
D,DREGION,,2,"2026/03/08 04:35:00",1,SA1,0,-13.85935,0,-13.85935,0,0,1113.19,0,1274.7,0,161.51,0,,,22,,,,,,,,69,,,,,,,,22,,,,,,,,50,,,,,,,,50,,,,,,,,69,,,,,,-9.2248,3481.87746,816,1128.2543,1117.73,,11,,,,65.02,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1.44,1.44,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.7,0.7,0,0,0,0,0.03,0.03,0,21.28,0
D,DREGION,,2,"2026/03/08 04:35:00",1,TAS1,0,58.63174,0,58.63174,0,0,865.36,1,777.38,0,-87.98,0,,,0,,,,,,,,66.07,,,,,,,,66.07,,,,,,,,0,,,,,,,,35,,,,,,,,35,,,,,,-6.02652,1878.38106,0,870.38623,865.36,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.38,0.38,0,0,0,0,4.02,4.02,0,0.38,0.38,0,0.38,0.38,0,0.01,0.01,0,0.99,0.99,0,0,0,0,0.03,0.03,0,0,0
D,DREGION,,2,"2026/03/08 04:35:00",1,VIC1,0,-14.04,0,-14.04,0,0,3623.12,10,4675.26,3,1049.13,0,,,67,,,,,,,,112.11,,,,,,,,73,,,,,,,,234.33,,,,,,,,352.84,,,,,,,,278,,,,,,-11.67179,10727.18166,1527,3755.64576,3749.54,,18,,,,63,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.02,0.02,0,1.44,1.44,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.7,0.7,0,0,0,0,0.03,0.03,0,250,2
D,DREGION,,2,"2026/03/08 14:45:00",1,NSW1,0,37.95,0,37.95,0,0,7298.49,44,8671.51,529.58,843.44,0,,,69,,,,,,,,69,,,,,,,,69,,,,,,,,103,,,,,,,,133,,,,,,,,127,,,,,,50,17728.30176,862,7808.43878,7853.43,,0,,,,72,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,3.42,3.42,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0.02,0.02,0,100,1.33
D,DREGION,,2,"2026/03/08 14:45:00",1,QLD1,0,76.79,0,76.79,0,0,7113.6,32,6562.98,45,-595.61,0,,,145.05,,,,,,,,204,,,,,,,,122.37,,,,,,,,123,,,,,,,,145,,,,,,,,202.84,,,,,,-33.11967,11404.28586,2080,7212.70511,7174.74,,124,,,,8,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,3.42,3.42,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0.02,0.02,0,78,0
D,DREGION,,2,"2026/03/08 14:45:00",1,SA1,0,-55.30637,0,-55.30637,0,0,-72.87,12,217.3,8,282.17,0,,,44,,,,,,,,69,,,,,,,,49,,,,,,,,64,,,,,,,,66,,,,,,,,85,,,,,,4.27365,3136.07782,730,-60.87072,-53.25,,33,,,,0,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,3.42,3.42,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0.02,0.02,0,27,0
D,DREGION,,2,"2026/03/08 14:45:00",1,TAS1,0,32.92347,0,32.92347,0,0,763.04,2,422.49,0,-340.54,0,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,0,,,,,,,,35,,,,,,,,35,,,,,,-0.98206,1839.49321,0,762.01849,763.04,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.38,0.38,0,0.01,0.01,0,4.02,4.02,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.99,0.99,0,0,0,0,0.02,0.02,0,0,0
D,DREGION,,2,"2026/03/08 14:45:00",1,VIC1,0,-66.70562,0,-66.70562,0,0,3043.66,25,3254.1,291,-80.57,0,,,2,,,,,,,,66.88,,,,,,,,44,,,,,,,,175,,,,,,,,218.84,,,,,,,,148,,,,,,7.14286,11787.86744,625,3309.21393,3390.43,,29,,,,90,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,3.42,3.42,0,0.01,0.01,0,0.03,0.03,0,0.01,0.01,0,0.01,0.01,0,0,0,0,0.02,0.02,0,131.53,1
D,DREGION,,2,"2026/03/08 04:15:00",1,NSW1,0,73.65311,0,73.65311,0,0,6531.4,0,5790.04,17,-758.35,0,,,88,,,,,,,,73,,,,,,,,73,,,,,,,,117,,,,,,,,108,,,,,,,,101,,,,,,-14.82659,13972.58677,884,6618.04184,6596.71,,0,,,,78,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,3.38,3.38,0,0.01,0.01,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,78,13.37
D,DREGION,,2,"2026/03/08 04:15:00",1,QLD1,0,76.75,0,76.75,0,0,5981.79,-1,5842.73,50,-189.06,0,,,45,,,,,,,,125,,,,,,,,55,,,,,,,,117,,,,,,,,132,,,,,,,,195.39,,,,,,-10.32204,11054.33867,1836,6047.22492,6033.37,,169.81,,,,32.94,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,3.38,3.38,0,0.01,0.01,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,70,0
D,DREGION,,2,"2026/03/08 04:15:00",1,SA1,0,-13.79709,0,-13.79709,0,0,1109.79,0,1272.55,0,162.76,0,,,19,,,,,,,,69,,,,,,,,67,,,,,,,,20.79,,,,,,,,50,,,,,,,,69,,,,,,-9.4074,3511.56823,815,1124.84635,1114.32,,11,,,,80,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,3.38,3.38,0,0.01,0.01,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,21.79,0
D,DREGION,,2,"2026/03/08 04:15:00",1,TAS1,0,56.28691,0,56.28691,0,0,882.62,1,830.55,0,-52.06,0,,,2.03,,,,,,,,102.03,,,,,,,,102.03,,,,,,,,0,,,,,,,,35,,,,,,,,35,,,,,,1.36243,1882.55465,0,880.25592,882.62,,50,,,,50,,,,,,,,,,,,,,,,,,,0.38,0.38,0,0.38,0.38,0,0,0,0,4.02,4.02,0,0.38,0.38,0,0.38,0.38,0,0.38,0.38,0,0.99,0.99,0,0,0,0,0,0,0,0,0
D,DREGION,,2,"2026/03/08 04:15:00",1,VIC1,0,-14.04,0,-14.04,0,0,3615.17,2,4633.27,3,1015.1,0,,,56,,,,,,,,72.48,,,,,,,,58.29,,,,,,,,225,,,,,,,,347.39,,,,,,,,272,,,,,,-4.71417,10700.90646,1525,3745.88213,3742.12,,61,,,,27,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,3.38,3.38,0,0.01,0.01,0,0.03,0.03,0,0,0,0,0,0,0,0,0,0,0.03,0.03,0,245,2
D,DREGION,,2,"2026/03/08 23:15:00",1,NSW1,0,67.08865,0,67.08865,0,0,7117.19,-51,6303.54,161,-974.65,0,,,88,,,,,,,,73,,,,,,,,73,,,,,,,,35,,,,,,,,94,,,,,,,,93,,,,,,-21.36689,13130.7107,885,7368.94549,7303.29,,10,,,,6,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,0.99,0.99,0,0.01,0.01,0,0.04,0.04,0,0.01,0.01,0,1,1,0,0,0,0,0.03,0.03,0,67,0
D,DREGION,,2,"2026/03/08 23:15:00",1,QLD1,0,64.37556,0,64.37556,0,0,6430.14,-35,7118.38,326,362.24,0,,,76.4,,,,,,,,155.5,,,,,,,,124.5,,,,,,,,84.28,,,,,,,,137,,,,,,,,203.38,,,,,,2.17138,11889.11561,1829,6826.48697,6757.48,,145,,,,105,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,0.99,0.99,0,0.01,0.01,0,0.04,0.04,0,0.01,0.01,0,1,1,0,0,0,0,0.03,0.03,0,70,0
D,DREGION,,2,"2026/03/08 23:15:00",1,SA1,0,59.55,0,59.55,0,0,1165.67,-2,936.23,0,-229.44,0,,,59,,,,,,,,87,,,,,,,,67,,,,,,,,60,,,,,,,,75.38,,,,,,,,83,,,,,,-7.75145,3141.82283,802,1176.5364,1165.74,,14,,,,1,,,,,,,,,,,,,,,,,,,0.04,0.04,0,0.03,0.03,0,0.01,0.01,0,0.99,0.99,0,0.01,0.01,0,0.04,0.04,0,0.01,0.01,0,1,1,0,0,0,0,0.03,0.03,0,28.14,0
